pool,text,reward_type,reward_value_min,reward_value_max,weight
solo_act2_comply,你极其规矩地退回了绝对安全的工位区域，甚至顺手把椅子摆正了。\n在你的潜意识里，只要遵守员工守则，哪怕是死神来了也得先预约打卡。\n你完美地融入了这个荒诞的背景，仿佛自己也是一个没有生命的工位配件。,,,,3
solo_act2_rebel,你的嘴角勾起一丝危险的弧度，不仅没有后退，反而主动向前迈了一步。\n在这个连空气都带毒的地方，最好的防御就是主动出击。\n你迅速把有用的线索揣进口袋，顺便在心里给这家公司记上了一笔血债。,,,,3
solo_act2_rebel,你不仅没有被吓倒，反而觉得这破地方的安保措施简直像个笑话。\n你大胆地试探了异常的边缘，确认了这玩意暂时不会要你的命。\n你决定把这些危险的秘密，作为自己未来炸毁大楼的终极筹码。,,,,3
solo_act2_rebel,你带着一股破罐子破摔的莽劲，干脆利落地打破了房间里死一般的寂静。\n反正横竖都是死，不如在死前多捞点这黑心公司的底细。\n你粗暴地翻看了一下现场，带着一种诡异的满足感结束了调查。,,,,3
solo_act2_contrast,你一边用极度惊恐的眼神盯着异常，一边双手异常平稳地给自己倒了杯水。\n这种身体和灵魂完全割裂的状态，让你看起来比眼前的异常还要诡异。\n你甚至顺带喝了一口水，评价了一下水质的糟糕程度。,,,,3
solo_act2_contrast,你嘴里小声念叨着最怂的求饶话，手上的动作却极其精准且具有破坏力。\n你甚至好心地帮现场的诡异物品擦了擦灰，然后头也不回地冷漠走开。\n你这种不按套路出牌的反应，似乎让整个房间的温度都尴尬地回升了一度。,,,,3
solo_act2_contrast,你表面上装作若无其事地吹着口哨，实际上已经把能当武器的东西全攥在了手里。\n你在极度的恐惧中莫名衍生出了一种荒谬的从容感。\n你甚至开始在脑海里给眼前的诡异现象，构思起了一百种离谱的科学解释。,,,,3
solo_act2_crazy,你直接放弃了人类的理智，开始对着空气进行了一段激情四射的单口喜剧表演。\n这出乎意料的发疯举动，似乎让现场的恐怖氛围瞬间崩塌成了闹剧。\n你满意地对着空荡荡的房间鞠了个躬，感觉自己的精神状态前所未有的良好。,,,,3
solo_act2_crazy,你用一种连丧尸看了都会皱眉的诡异步伐，在异常物体周围跳起了一段奇怪的踢踏舞。\n与其被这黑心公司逼疯，不如你先发制人，主动成为整个大楼里最疯的存在。\n跳完之后你甚至觉得有些口渴，完全忘记了自己刚才到底在害怕什么。,,,,3
solo_act2_crazy,你非常自来熟地走上前，像面对多年老友一样，对这诡异的现象发出了真诚的赞美。\n你把这当成了某种沉浸式的密室逃脱体验，甚至试图给它打个五星好评。\n你这种彻底放飞自我的精神状态，已经超越了恐惧的范畴，达到了某种赛博禅意。,,,,3
solo_reward,运气不错！\n你在散落的办公碎片里踢到了一个沉甸甸的急救包。\n拉开拉链，里面装的不是绷带，而是正好{gold}枚金币。\n这年头，硬通货比消炎药管用多了。,gold,10,20,6
solo_reward,自动贩卖机的退币口突然发出一阵清脆的响声。\n你毫不犹豫地伸手去掏，哪怕里面可能藏着老鼠夹。\n恭喜，你不仅手还在，还额外收获了{gold}金币。,gold,10,20,6
solo_reward,谁能想到呢？\n休息室那张长满可疑霉菌的沙发缝里，居然藏着一小卷皱巴巴的钞票。\n你忍着恶心把它们抽了出来，估算了一下大约价值{gold}金币。\n今天的精神损失费有着落了。,gold,10,20,6
solo_reward,头顶的通风管道突然掉下来一个沉甸甸的信封，正好砸在你的脑门上。\n你揉着脑袋打开一看，里面装着{gold}金币的行动资金。\n看来连老天都在鼓励你赶紧把这破公司炸了。,gold,10,20,6
solo_reward,赚到了！\n在一个被贴上“已离职”标签的废弃工位抽屉深处，你摸到了一个冰凉的金属盒。\n打开一看，里面整整齐齐地码放着{gold}枚金币。\n前主人的遗产，现在归你这个调查员了。,gold,10,20,6
solo_reward,打印机发出一声痛苦的哀嚎，终于吐出了一张没有被墨水污染的硬卡纸。\n简直是奇迹。\n你赶紧把这张极其珍贵的空白记录卡揣进口袋，生怕机器反悔。,blank_card,,,2
solo_reward,真幸运！\n一本落满灰尘的《末日职场求生指南》里，居然夹着一张毫无折痕的空白记录卡。\n这显然比书里写的那些心灵鸡汤有用多了。\n你的搜证手段又多了一层保障。,blank_card,,,2
solo_reward,虽然翻垃圾桶不是一个调查员该有的体面行为，但你还是在碎纸机的废料堆里找到了漏网之鱼。\n一张完好无损的空白记录卡静静地躺在那里。\n只要能扳倒这家黑心公司，稍微脏点手也是值得的。,blank_card,,,2
solo_reward,当你在桌子底下检查有没有窃听器时，意外撕下了一张贴在背面的空白记录卡。\n上面还带着一丝陈年的口香糖残渣。\n但这不重要，重要的是你又多了一次记录他们罪行的机会。,blank_card,,,2
solo_reward,天花板上的裂缝里突然飘落下一张硬纸片。\n你伸手接住，发现这是一张极其稀有的空白记录卡。\n看来这栋充满怪物的大楼里，偶尔也会掉落一些真正的战略补给。,blank_card,,,2
solo_reward,粗心大意是职场大忌。\n你路过{npc_name}的工位时，发现对方的电脑居然没有锁屏。\n你眼疾手快地扫了一眼，直接截获了一份足以让对方在投票时哑口无言的致命黑料。,blackmail,,,1
solo_reward,太不小心了！\n地板上静静躺着一张皱巴巴的便签纸，上面的笔迹显然属于{npc_name}。\n里面的内容极度违背公司的生存法则。\n你满意地把它收好，作为一张强有力的黑料牌。,blackmail,,,1
solo_reward,茶水间的隔音效果简直烂得令人发指。\n你刚靠在墙上，就意外听到了一段关于{npc_name}的、极度见不得光的秘密。\n你迅速在小本子上记下重点，一份新鲜出炉的绝佳黑料就此诞生。,blackmail,,,1
solo_reward,快递收发室的架子上，有一封寄给{npc_name}的私密包裹因为包装破损露出了里面的东西。\n你只是“顺路”看了一眼，就掌握了一个极其恶劣的职场把柄。\n今晚的博弈，你又多了一张底牌。,blackmail,,,1
solo_reward,永远不要低估废纸篓里的情报价值。\n你在走廊尽头的垃圾桶里，拼凑出了一份被撕碎的神秘账单，落款赫然写着{npc_name}的名字。\n上面的内容要是公布出来，绝对能引发一场大地震，你默默把它转化成了黑料。,blackmail,,,1
solo_reward,你在废纸篓里翻到经理的私人账单复印件，金额和用途都不太对劲。,boss_secret,,,1
