pool,text,reward_type,reward_value_min,reward_value_max,weight
verbal_level,一边摔对讲机一边质问对方敢不敢签字担责,,,,
physical_level,有人一脚踢翻托盘导致整排货架连锁坍塌,,,,
physical_level,两人抢夺叉车钥匙时把警报器撞到全仓库狂响,,,,
physical_level,有人抄起撬棍另一个人举起灭火器对峙,,,,
solo_act1,仓库深处只剩应急灯闪烁 你在货架编号后看到一段新写的改货记录,,,,3
solo_act1,你核对库存时发现一格货位被人临时调换 标签却故意没改,,,,2
solo_act2_steady,你先把货位与编号对应关系记牢 继续按顺序盘点,,,,3
solo_act2_steady,你不声张地把异常标记在纸面上 准备晚点再复核,,,,2
solo_act2_comply,你按盘点流程补齐差异单 让记录链条完整可追溯,,,,3
solo_act2_comply,你将异常归入仓储损耗备注 先保证台账面上闭环,,,,2
solo_act2_rebel,你撬开边角封条确认内容物 把关键照片留作备份,,,,3
solo_act2_rebel,你沿着搬运轨迹倒推路线 想找出谁动过这批货,,,,2
solo_act2_contrast,你嘴上说先不急 手上却已经把疑点货位单独圈出,,,,2
solo_act2_contrast,你继续搬箱掩人耳目 同时暗记每个可疑编号,,,,2
solo_act2_crazy,你用最离谱的方式重排货架 反而看清了被遮住的异常位,,,,2
solo_act2_crazy,你边自言自语边复盘路线 意外对上了缺失记录,,,,2
solo_reward,你在托盘底部夹层摸到一袋旧筹码 折算有{gold}金币,gold,10,20,6
solo_reward,你在盘点夹板背面翻到一张空白记录卡,blank_card,,,2
solo_reward,你在{npc_name}负责货位里发现一份可疑调拨单 先记成黑料,blackmail,,,1
solo_reward,你在报废纸箱中翻到经理私人账单联 采购金额明显虚高,boss_secret,,,1
