pool,text,reward_type,reward_value_min,reward_value_max,weight
physical_level,有人抄起安检扫描杆另一人举起灭火器对峙,,,,
solo_act1,接待区只剩屏幕冷光 你在访客台下方摸到一页被撕过的登记底联,,,,3
solo_act1,门禁提示灯忽亮忽灭 你在迎宾册里发现一条被覆盖的来访记录,,,,2
solo_act2_steady,你先记下时间与编号 暂时不改动现场摆放,,,,3
solo_act2_steady,你把底联压回原位 继续值守观察是否有人补操作,,,,2
solo_act2_comply,你按接待流程补齐日志备注 先确保台账自洽,,,,3
solo_act2_comply,你将异常写进交接清单 用标准话术封住外溢风险,,,,2
solo_act2_rebel,你把可疑页拍照留档 并反查对应门禁记录,,,,3
solo_act2_rebel,你沿着来访时间线倒推 想找出是谁改了登记,,,,2
solo_act2_contrast,你表面照常接待 心里已把这条记录标成高风险,,,,2
solo_act2_contrast,你一边整理台面一边复盘细节 越想越不对劲,,,,2
solo_act2_crazy,你对着空大厅模拟问询 反而把漏洞位置问了出来,,,,2
solo_act2_crazy,你用夸张方式复盘门禁流程 意外对上了缺失编号,,,,2
solo_reward,你在接待台暗格摸到一卷零钱 兑开后有{gold}金币,gold,10,20,6
solo_reward,你在访客卡夹层里翻出一张空白记录卡,blank_card,,,2
solo_reward,你在{npc_name}代签记录旁发现可疑附件 先记成黑料,blackmail,,,1
solo_reward,你在前台废纸桶深处翻到经理私人账单页 报销项目很异常,boss_secret,,,1
