pool,text,reward_type,reward_value_min,reward_value_max,weight
gone_wrong,表面浮现出了一排写着“下个月降薪”的诡异血字,,,,
gone_wrong,以一种极其下流的姿态把旁边的一袋咖啡豆给吞了,,,,
absurd_logic,这完美闭环了我们办公生态中的末日餐饮供应链,,,,
absurd_logic,这种极限肠胃压力测试能有效筛选出优质的奋斗逼,,,,
absurd_logic,这属于拥抱末日变局的低成本、高净值团建形式,,,,
absurd_logic,经理说了这种微量毒素能极大赋能我们的抗压能力,,,,
absurd_logic,这就是打破传统食材物理边界的降维打击,,,,
absurd_logic,这是为了提前适应下个季度可能到来的饥荒而做的灰度测试,,,,
absurd_logic,它展现出的求生欲恰好是我们团队目前最缺乏的狼性,,,,
absurd_logic,这绝对是能够解决员工午后犯困痛点的终极抓手,,,,
absurd_logic,这其实是公司最新引入的物理防摸鱼惩罚机制,,,,
absurd_logic,在连命都保不住的现在谈食品安全简直是缺乏商业大局观,,,,
escalation,提议把它做成统一的营养餐强制塞进每个人的嘴里,,,,
escalation,准备给这玩意儿建个打卡点要求全员合影发朋友圈,,,,
escalation,打算以此为由向财务申请一笔高达六位数的精神损失费,,,,
escalation,宣布要把它当做神明一样供奉在茶水间的最顶层,,,,
escalation,提议给它办一张门禁卡让它代替那个没用的前台上班,,,,
escalation,要求把这玩意儿直接写进明年的企业社会责任报告里,,,,
escalation,决定立刻开个直播把它拍卖给隔壁的拾荒者营地,,,,
escalation,打算强行把它塞进经理的保温杯里当做年底的神秘惊喜,,,,
escalation,提议设立一个每月500块的订阅制付费观看这玩意儿进化,,,,
escalation,准备用它来替换掉公司发给遇难员工家属的抚恤金,,,,
conflict_topic,冰箱里最后一袋未污染饮用水该给谁,,,,
conflict_topic,谁把高管专供咖啡偷偷换成了泥水,,,,
conflict_topic,变异午餐肉到底算蛋白质还是生化危险品,,,,
conflict_topic,茶水间清洁任务为什么总是同一批人背锅,,,,
conflict_topic,那台报废微波炉要不要继续给全员使用,,,,
stance_a,按工龄和岗位等级分配补给最公平,,,,
stance_a,先保障核心岗位体力其他人自己想办法,,,,
stance_a,公司资源必须优先服务能创造利润的人,,,,
stance_a,制度写了茶水间损耗按部门均摊不能改,,,,
stance_b,活下来的人都该平分补给别装精英,,,,
stance_b,你所谓等级分配就是合法抢劫,,,,
stance_b,先来后到谁先拿到就是谁的,,,,
stance_b,这制度本来就烂今天必须推翻重来,,,,
verbal_level,围着冰箱门互相念条款并疯狂阴阳怪气,,,,
verbal_level,当众点名对方偷吃补给和偷换标签的黑历史,,,,
verbal_level,两边各拉同事站队把茶水间吵成菜市场,,,,
physical_level,有人猛关冰箱门把整排玻璃瓶震碎一地,,,,
physical_level,两人争夺保温杯时把热咖啡泼得到处都是,,,,
physical_level,有人挥舞托盘另一人抄起金属水壶硬顶,,,,
solo_act1,茶水间空荡荡的 你打开柜门时一张手写采购清单悄悄滑了出来,,,,3
solo_act1,饮水机旁只剩嗡鸣 你在杯架后发现一张被折叠多次的便签,,,,2
solo_act2_steady,你把便签内容先记下 决定继续观察谁会来回收它,,,,3
solo_act2_steady,你把物件按原样放回去 避免打草惊蛇,,,,2
solo_act2_comply,你按后勤流程补了清洁与物资记录 让异常先沉进表单,,,,3
solo_act2_comply,你把发现写进日常维护日志 用规范动作压住风险,,,,2
solo_act2_rebel,你先拍下细节再收好样本 打算回头对账,,,,3
solo_act2_rebel,你顺着补给去向反查标签 想确认是谁动了手脚,,,,2
solo_act2_contrast,你嘴上说只是误放 心里却把可疑名字记了下来,,,,2
solo_act2_contrast,你边冲洗水槽边复盘线索 越看越像有人刻意留下,,,,2
solo_act2_crazy,你对着空茶水间演练推理 居然把可疑节点全串上了,,,,2
solo_act2_crazy,你用夸张方式复刻现场 反而确认了异常来源方向,,,,2
solo_reward,你在储物柜下层摸到一小袋找零币 共有{gold}金币,gold,10,20,6
solo_reward,你在一次性杯盒背板后抽出一张空白记录卡,blank_card,,,2
solo_reward,你在{npc_name}常用柜门里发现一份可疑清单 先记成黑料,blackmail,,,1
solo_reward,你在垃圾桶底层翻到经理私人账单影印件 抬头信息被裁掉一角,boss_secret,,,1
